地区,年份,总人数,高学历人数占比,gdp,高学历人数,低学历人数,x,a
青海,2006,294.19,2.401,585.2,7.063501899999999,287.1264981,384.25927478046435,1.5229300589669241
宁夏,2006,308.1,3.076,683.3,9.477156,298.62284400000004,414.4972796222096,1.648502978409867
新疆,2006,811.75,3.839,2957.3,31.1630825,780.5869175,1123.6826498362955,2.6317928824751693
北京,2007,942.7,19.376,10425.5,182.65755200000004,760.042448,1687.8912317459653,6.176642074984771
天津,2007,613.93,7.815,4158.4,47.9786295,565.9513704999999,943.49681337924,4.407434069762485
河北,2007,3664.97,1.593,12152.9,58.3829721,3606.5870279,4582.713471403872,2.6519004681034684
山西,2007,1595.65,2.593,5935.6,41.3752045,1554.2747955,2102.8321665358835,2.822669395331752
内蒙古,2007,1081.53,2.369,5166.9,25.6214457,1055.9085543,1410.491418334509,3.663191376308416
辽宁,2007,2180.7,3.672,10292.2,80.075304,2100.624696,3000.9637651928983,3.429631546830233
吉林,2007,1266.1,2.723,4080.3,34.475902999999995,1231.624097,1678.2230539566292,2.4313216234160064
黑龙江,2007,1827.6,1.968,6126.3,35.967167999999994,1791.632832,2335.300537966466,2.6233454325903005
上海,2007,1024.33,13.459,12878.7,137.8645747,886.4654252999999,1723.5071702372416,7.472379704824345
江苏,2007,4677.88,2.268,25988.4,106.0943184,4571.7856816,6070.776960668995,4.2809017969812055
浙江,2007,3220.29,3.366,18640.0,108.3949614,3111.8950386,4381.864349906021,4.253897088439029
安徽,2007,3818.0,0.851,7941.6,32.49118,3785.50882,4519.414708891131,1.7572186912558252
福建,2007,1999.0,2.759,9325.6,55.15241,1943.84759,2653.852286431656,3.513986082676482
江西,2007,2369.55,2.972,5777.6,70.42302600000001,2299.126974,3174.3145088280253,1.8201095020458835
山东,2007,5803.6,1.519,22718.1,88.156684,5715.443316000001,7223.254225969865,3.1451336598843915
河南,2007,5772.72,0.893,14824.5,51.55038960000001,5721.1696104,6858.866440188983,2.161362978747774
湖北,2007,3584.0,2.503,9451.4,89.70752,3494.29248,4703.75767474119,2.009329700539906
湖南,2007,3883.41,1.658,9285.5,64.3869378,3819.0230622,4875.166422439777,1.904652927797503
广东,2007,5341.5,2.972,31742.6,158.74938,5182.75062,7155.620665909097,4.436037275037303
广西,2007,2769.0,1.084,5474.8,30.01596,2738.98404,3342.457009322507,1.6379567440149976
海南,2007,397.46,1.548,1234.0,6.1526808,391.3073192,495.59437786507465,2.489939464841863
重庆,2007,1468.87,1.003,4770.7,14.732766099999996,1454.1372339,1761.6051276792703,2.7081551506862924
四川,2007,4731.1,1.484,10562.1,70.209524,4660.8904760000005,5875.195978029979,1.797744286232575
贵州,2007,1872.64,1.128,2847.5,21.1233792,1851.5166208,2268.16642225905,1.255419343155581
云南,2007,2573.82,1.143,5077.4,29.4187626,2544.4012374000004,3121.0060230752138,1.626847228893553
西藏,2007,158.15,0.0,344.1,0.0,158.15,158.15,2.1757824849826117
陕西,2007,2013.0,2.343,5681.8,47.16459,1965.83541,2621.992023330789,2.166978369668056
甘肃,2007,1414.76,1.211,2675.1,17.1327436,1397.6272564,1724.2446647720867,1.551461955866686
青海,2007,298.56,3.088,720.1,9.2195328,289.3404672,401.857317055531,1.791929546726388
宁夏,2007,309.5,2.851,877.6,8.823845,300.676155,412.51688768189376,2.1274280549618325
新疆,2007,830.42,3.405,3500.0,28.275801,802.144199,1131.6260407377542,3.092894537596717
北京,2008,980.9,18.35,11813.1,179.99515,800.90485,1740.2654946374048,6.7881021811912285
天津,2008,647.32,7.173,5182.4,46.432263600000006,600.8877364,981.389320773591,5.280676985474955
河北,2008,3725.66,1.808,14200.1,67.3599328,3658.3000672,4718.479916578685,3.0094649656358667
山西,2008,1614.05,2.084,7223.0,33.636802,1580.413198,2075.1792479091428,3.4806631799530425
内蒙古,2008,1103.28,2.178,6242.4,24.0294384,1079.2505616,1425.359399453815,4.37952701781181
辽宁,2008,2198.2,4.79,12137.7,105.29377999999998,2092.90622,3137.0716783231064,3.8691178412882485
吉林,2008,1281.4,2.912,4834.7,37.314368,1244.085632,1712.316553852184,2.8234849386484155
黑龙江,2008,1852.4,1.958,7134.2,36.269992,1816.130008,2365.707007008944,3.015673529673503
上海,2008,1053.24,14.529,14536.9,153.0252396,900.2147604,1795.5487751109144,8.096076364788267
江苏,2008,4700.96,2.32,30945.5,109.062272,4591.897728,6116.308436261993,5.059506125710114
浙江,2008,3252.35,3.311,21284.6,107.6853085,3144.6646915,4416.195672644332,4.819668687201805
安徽,2008,3916.0,1.143,9517.7,44.75988,3871.24012,4748.529262482432,2.004346919623771
福建,2008,2033.0,2.991,10931.8,60.807030000000005,1972.19297,2725.5985766447375,4.0107887102939594
江西,2008,2404.5,2.045,6934.2,49.17202499999999,2355.327975,3085.1357206902953,2.2476158677545897
山东,2008,5815.1,1.985,27106.2,115.42973500000002,5699.670265000001,7437.334789759275,3.6446120507205713
河南,2008,5835.45,1.033,17735.9,60.2801985,5775.1698015,7015.498104113771,2.52810274292569
湖北,2008,3607.0,2.681,11497.5,96.70367,3510.29633,4772.261409124204,2.4092351642803234
湖南,2008,3910.06,1.67,11307.4,65.298002,3844.761998,4912.1683307406,2.301916228977275
广东,2008,5471.72,3.366,36704.2,184.17809520000003,5287.5419048,7445.396160180534,4.929784689806217
广西,2008,2799.0,1.022,6455.4,28.60578,2770.39422,3362.0249996957205,1.920092801387332
海南,2008,408.36,1.884,1474.7,7.6935024,400.6664976,519.4010493625702,2.8392318456225896
重庆,2008,1492.43,1.329,5899.5,19.8343947,1472.5956053,1834.2372115623402,3.2163233647271876
四川,2008,4740.0,1.041,12756.2,49.3434,4690.6566,5702.191134601521,2.2370698734726693
贵州,2008,1867.2,1.393,3504.5,26.010096000000004,1841.189904,2304.8735137395033,1.5204738911308773
云南,2008,2638.37,0.907,6016.6,23.9300159,2614.4399841,3138.624296889527,1.9169545096438065
西藏,2008,163.5012,0.0,398.2,0.0,163.5012,163.50119999999998,2.435456131208823
陕西,2008,2039.0,3.178,7177.8,64.79942,1974.20058,2754.337829413945,2.6059984085275616
甘肃,2008,1446.34,1.694,3071.7,24.5009996,1421.8390003999998,1819.6306469766673,1.6880898357607117
青海,2008,301.0,3.109,896.9,9.35809,291.64191,405.48370670208635,2.2119261148487106
宁夏,2008,303.9,3.043,1139.2,9.247677,294.652323,408.3001821914823,2.790104069720313
新疆,2008,847.58,3.677,4142.5,31.1655166,816.4144834,1166.6033792992803,3.550906909328679
北京,2009,998.3,20.751,12900.9,207.157233,791.1427669999999,1807.968936095942,7.1355761387458925
天津,2009,677.13,7.846,5709.6,53.127619800000005,624.0023802,1041.2825021721565,5.483238206816641
河北,2009,3792.49,2.244,15306.9,85.1034756,3707.3865244,4915.89816913363,3.113754490707374
山西,2009,1600.59,2.459,7147.6,39.3585081,1561.2314918999998,2096.363102618209,3.4095238516043116
内蒙古,2009,1142.5,2.136,7104.2,24.4038,1118.0962,1472.8682554093841,4.823377769130739
辽宁,2009,2277.1,4.825,12815.7,109.870075,2167.229925,3253.037937375107,3.9396097576227636
吉林,2009,1297.3,3.679,5434.8,47.72766699999999,1249.572333,1785.7226538637906,3.043473737783779
黑龙江,2009,1877.0,2.542,7218.9,47.71334,1829.28666,2467.8684332947373,2.925155937248397
上海,2009,1064.42,15.943,15742.4,169.70048060000002,894.7195194000001,1843.7385034230388,8.538304087468507
江苏,2009,4726.54,2.797,34471.7,132.2013238,4594.3386762,6285.228750173273,5.484557741681187
浙江,2009,3288.29,4.19,22833.7,137.77935100000002,3150.510649,4605.977842454061,4.957405524086114
安徽,2009,3988.0,1.179,10864.7,47.01852,3940.98148,4848.927677652448,2.240639729495825
福建,2009,2069.0,3.063,12418.1,63.373470000000005,2005.62653,2782.0315918110764,4.463680440061406
江西,2009,2445.2,2.383,7630.0,58.269116,2386.930884,3191.0802921750337,2.3910398051436705
山东,2009,5844.7,2.169,29540.8,126.771543,5717.928457,7547.486672789635,3.913991674407474
河南,2009,5948.78,1.358,19181.0,80.7844324,5867.9955676,7325.795165136946,2.6182823253482868
湖北,2009,3622.0,2.539,13192.1,91.96258,3530.03742,4761.528584353623,2.7705598667094478
湖南,2009,3935.21,2.102,12772.8,82.7181142,3852.4918858,5064.228801905756,2.5221609251132917
广东,2009,5688.62,2.725,39464.7,155.014895,5533.605105,7540.960372958531,5.233378515224432
广西,2009,2862.63,1.471,7112.9,42.109287300000005,2820.5207127000003,3551.8908128326607,2.002567188805955
海南,2009,424.56,1.702,1620.3,7.2260112,417.3339888,534.3900519386106,3.0320549458621584
重庆,2009,1513.0,1.736,6651.2,26.26568,1486.73432,1908.22190169138,3.4855485067562704
四川,2009,4756.62,2.046,14190.6,97.3204452,4659.2995548,6103.38665683896,2.325037032366148
贵州,2009,1841.92,1.347,3856.7,24.8106624,1817.1093376,2266.5783865606854,1.7015515646260841
云南,2009,2684.77,1.002,6574.4,26.9013954,2657.8686046,3219.5610779120784,2.0420174803031137
西藏,2009,169.07,0.0,445.7,0.0,169.07,169.06999999999996,2.6361861950671326
陕西,2009,2060.0,3.282,7997.8,67.6092,1992.3908,2794.0407293205462,2.8624493251195027
甘肃,2009,1488.63,1.877,3268.3,27.9415851,1460.6884149,1892.679252688394,1.7268113418359983
青海,2009,303.26,4.147,939.7,12.5761922,290.6838078,424.1846945221804,2.215308595842945
宁夏,2009,328.5,3.141,1266.7,10.318185,318.181815,443.09596556259334,2.8587486649572336
新疆,2009,866.15,3.152,4237.0,27.301048,838.8489519999999,1168.8145370921522,3.625040470955354
北京,2010,1067.3,24.257,14964.0,258.894961,808.405039,1982.2688323524656,7.548925632978556
天津,2010,667.0,11.253,6830.8,75.05751000000001,591.94249,1088.5672158154614,6.275037407665221
河北,2010,4135.0,2.729,18003.6,112.84415,4022.15585,5482.407522705402,3.2838857610343726
山西,2010,1802.0,3.76,8903.9,67.7552,1734.2448,2487.5774304131082,3.579345869254547
内蒙古,2010,1398.0,4.552,8199.9,63.63695999999999,1334.36304,1980.8029080296646,4.139684956418288
辽宁,2010,2317.5,5.948,13896.3,137.84490000000002,2179.6551,3413.7743074504483,4.070655745950103
吉林,2010,1563.98,4.648,6410.5,72.6937904,1491.2862096,2222.4851165999335,2.884383770275635
黑龙江,2010,2102.0,3.916,8308.3,82.31432000000001,2019.68568,2917.472999830007,2.8477727130582187
上海,2010,1090.76,15.676,17915.4,170.9875376,919.7724624,1883.9046992776655,9.50971671065378
江苏,2010,4724.68,4.852,41383.9,229.24147360000003,4495.4385264,6754.991259162152,6.12641799408235
浙江,2010,3352.0,5.028,27399.9,168.53856,3183.46144,4816.972364125858,5.688199542945124
安徽,2010,4050.0,2.788,13249.8,112.914,3937.086,5383.494849789829,2.4611893146916026
福建,2010,2114.0,4.276,15002.5,90.39464,2023.60536,2969.390151964051,5.052384237913923
江西,2010,2388.0,2.49,9383.2,59.461200000000005,2328.5388,3132.198122261968,2.99572365276299
山东,2010,5940.0,3.496,33922.5,207.6624,5732.3376,8122.10080759459,4.176567221165327
河南,2010,5156.0,2.163,22655.0,111.52428,5044.47572,6656.10869292926,3.403640331785185
湖北,2010,3375.0,3.569,16226.9,120.45375,3254.54625,4627.2336848383175,3.5068252665019646
湖南,2010,3982.73,2.66,15574.3,105.940618,3876.789382,5264.462363615615,2.958383767284381
广东,2010,6051.0,4.27,45944.6,258.37769999999995,5792.6223,8497.781091019555,5.4066584568240055
广西,2010,2666.0,2.677,8552.4,71.36882,2594.63118,3526.6410765279743,2.4250837594224226
海南,2010,457.65,3.381,2020.5,15.4731465,442.1768535,623.0811607057695,3.2427557233657356
重庆,2010,1551.03,4.246,8065.3,65.8567338,1485.1732662,2176.517523261687,3.705598468103991
四川,2010,4677.0,2.561,17224.8,119.77797,4557.22203,6154.639744447445,2.7986690879088028
贵州,2010,1779.0,2.616,4519.0,46.53864000000001,1732.46136,2346.8957494010683,1.9255222568591963
云南,2010,2794.0,2.628,7735.3,73.42632,2720.57368,3687.89420763591,2.0974842456119807
西藏,2010,169.0,3.057,512.9,5.16633,163.83367,227.1865552969447,2.2576159902139143
陕西,2010,2083.0,3.841,9845.2,80.00803,2002.99197,2883.638349382589,3.4141590612803236
甘肃,2010,1397.0,2.968,3943.7,41.46296,1355.53704,1871.1500946663978,2.107634235885877
青海,2010,310.0,4.62,1144.2,14.322,295.678,440.14915007021744,2.5995733487556767
宁夏,2010,342.0,4.827,1571.7,16.50834,325.49166,488.6059615492412,3.216702463098387
新疆,2010,1213.0,4.689,5360.2,56.877570000000006,1156.12243,1725.8642488647267,3.1058062669331834
北京,2011,1090.1,32.379,17188.8,352.96347899999995,737.1365209999999,2110.2613028342457,8.145341990072081
天津,2011,677.0,13.436,8112.5,90.96172,586.03828,1138.766390871582,7.123936976916666
河北,2011,4087.0,4.291,21384.7,175.37317000000002,3911.62683,5743.495574439186,3.7232900631403503
山西,2011,1817.0,4.484,10894.4,81.47428,1735.52572,2569.065711114346,4.240607763697292
内蒙古,2011,1388.0,5.308,9458.1,73.67504,1314.32496,2010.359844466201,4.704680122832117
辽宁,2011,2364.88,5.864,16354.9,138.6765632,2226.2034368,3476.1355810423674,4.704908545338084
吉林,2011,1524.99,5.606,7734.6,85.4909394,1439.4990606,2226.599939941308,3.4737268519839626
黑龙江,2011,2066.0,3.864,9935.0,79.83023999999999,1986.16976,2862.3828441686637,3.4708844137463633
上海,2011,1104.33,16.386,20009.7,180.9555138,923.3744862,1921.8621512457646,10.411620826722443
江苏,2011,4749.23,5.963,48839.2,283.1965849,4466.0334151,6998.465791290549,6.97855808065525
浙江,2011,3385.0,6.836,31854.8,231.3986,3153.6014,5093.495184562181,6.254015925360716
安徽,2011,4120.9,3.169,16284.9,130.591321,3990.308679,5564.644688770664,2.926494126904919
福建,2011,2181.0,7.213,17917.7,157.31553,2023.68447,3309.462662121913,5.414081326577588
江西,2011,2378.0,3.158,11584.5,75.09724,2302.90276,3209.725053763279,3.6091876425420364
山东,2011,5915.0,5.395,39064.9,319.11425,5595.88575,8587.62184694875,4.548977667650802
河南,2011,5129.0,3.023,26318.7,155.04967,4973.95033,6885.370527266829,3.822408670059953
湖北,2011,3387.0,5.66,19942.5,191.7042,3195.2958,4952.313546996076,4.026905770555768
湖南,2011,4005.03,5.116,18915.0,204.8973348,3800.1326652,5769.8382671904055,3.2782548009288597
广东,2011,6087.0,4.681,53072.8,284.93247,5802.06753,8658.53450875519,6.129536117957923
广西,2011,2936.0,2.691,10299.9,79.00776,2856.99224,3886.2095710311123,2.650371734138663
海南,2011,465.21,4.395,2463.8,20.4459795,444.7640205,655.9311162454811,3.756187104070738
重庆,2011,1587.04,4.66,10161.2,73.956064,1513.083936,2256.074326199151,4.503929627672665
四川,2011,4650.0,3.378,21050.9,157.077,4492.923,6330.160547175179,3.3254922751357263
贵州,2011,1772.0,3.378,5615.6,59.85816,1712.14184,2412.2676321708427,2.327934067144292
云南,2011,2844.0,3.684,9523.1,104.77296,2739.22704,3915.441879138273,2.4321903616395613
西藏,2011,171.0,8.639,611.5,14.772689999999995,156.22731,267.0811661079089,2.289566160396856
陕西,2011,2087.0,5.987,12175.1,124.94869,1962.05131,3077.2640878013985,3.9564690103340134
甘肃,2011,1379.0,4.494,4816.9,61.97226,1317.02774,1950.381433126742,2.469722033949952
青海,2011,304.0,7.033,1370.4,21.38032,282.61968,459.46702797310553,2.9825861630276007
宁夏,2011,347.0,6.038,1931.8,20.95186,326.04814,512.303538770837,3.770811352650309
新疆,2011,1235.0,5.072,6532.0,62.6392,1172.3608,1776.9805997389942,3.6758983192947805
北京,2012,1115.3,34.315,19024.7,382.715195,732.584805,2174.3020519330676,8.749796277424313
天津,2012,693.0,14.055,9043.0,97.40115,595.59885,1174.7136615404527,7.698046167388165
河北,2012,4063.0,4.402,23077.5,178.85326,3884.14674,5729.964074918679,4.027512162077128
山西,2012,1834.0,5.461,11683.1,100.15474,1733.84526,2667.4334315721503,4.379903116500318
内蒙古,2012,1379.0,5.612,10470.1,77.38948,1301.61052,2013.7628259604676,5.199271664480284
辽宁,2012,2423.82,5.516,17848.6,133.69791120000002,2290.1220888000003,3530.498886878287,5.0555461343827135
吉林,2012,1489.99,6.217,8678.0,92.6326783,1397.3573217,2209.5480622887517,3.9274999933746306
黑龙江,2012,2039.0,3.356,11015.8,68.42884,1970.57116,2773.421945794798,3.9719163601134366
上海,2012,1115.5,17.751,21305.6,198.012405,917.487595,1967.964486635346,10.82621162357785
江苏,2012,4770.54,6.22,53701.9,296.727588,4473.812412,7074.886819536699,7.590495985279477
浙江,2012,3407.0,8.248,34382.4,281.00936,3125.99064,5281.494736308844,6.509975246899391
安徽,2012,4206.8,4.017,18341.7,168.98715600000003,4037.812844,5858.875674983239,3.1305835824980996
福建,2012,2202.0,7.234,20190.7,159.29268,2042.70732,3342.8563861563252,6.0399543586781546
江西,2012,2364.0,2.984,12807.7,70.54176000000001,2293.45824,3168.449080392544,4.042261584463663
山东,2012,5892.0,5.663,42957.3,333.66396000000003,5558.33604,8615.686042198784,4.985940735258849
河南,2012,5110.0,3.141,28961.9,160.5051,4949.4949,6892.603908751455,4.20188079620061
湖北,2012,3398.0,5.463,22590.9,185.63274,3212.36726,4942.435866405715,4.570802861308298
湖南,2012,4019.31,5.205,21207.2,209.2050855,3810.1049145,5804.911662635812,3.6533200214748036
广东,2012,6171.0,4.395,57007.7,271.21545,5899.78455,8700.911240839328,6.551922944854772
广西,2012,2768.3,2.914,11303.6,80.66826200000001,2687.631738,3699.5498723769024,3.055398734964915
海南,2012,475.9,5.534,2789.4,26.336306,449.563694,693.5221221445499,4.022077899079056
重庆,2012,1605.89,5.239,11595.4,84.13257709999999,1521.7574229000002,2321.5138501045967,4.99475805387832
四川,2012,4635.0,3.832,23922.4,177.6132,4457.3868,6414.540090232037,3.729402211770204
贵州,2012,1780.0,2.951,6742.2,52.5278,1727.4722,2382.4626601779064,2.8299289271952484
云南,2012,2835.0,3.588,11097.4,101.7198,2733.2802,3889.5685663586987,2.8531184913367045
西藏,2012,174.0,3.422,710.2,5.95428,168.04572,237.26424802940755,2.9932870455559524
陕西,2012,2091.0,6.798,14142.4,142.14618000000002,1948.85382,3143.657828340069,4.498708438464992
